file_id,department,file_type,priority,submission_date,complexity_score,num_pages,required_approvals,assigned_officer_id,officer_experience_years,current_backlog_officer,routing_path,sla_days,processing_time_hours,delayed,delay_ratio,processing_time_days
38862825-dc09-413b-b696-3140bc9c58af,Education,report,Low,2025-01-15 14:22:58.570081,0.191,3,2,OFF051,1.0,5,Clerk->Officer->SectionHead,10,16.93,False,0.071,0.705
a426b478-b661-493a-b1e5-455754706a5a,Education,appeal,Medium,2025-02-19 14:22:58.570081,0.509,7,2,OFF145,6.5,13,Clerk->Officer->SectionHead,14,20.78,False,0.062,0.866
e3a96bd9-2c04-4f5d-9211-e91acf8d3053,Health,application,Low,2024-12-16 14:22:58.570081,0.164,2,2,OFF054,1.5,4,Clerk->Officer->SectionHead,7,32.39,False,0.193,1.35
805357e4-b3c5-4e9f-8668-50ec3e6fda5d,Health,application,Low,2025-02-22 14:22:58.570081,0.109,10,1,OFF152,3.6,7,Clerk->Officer,7,4.42,False,0.026,0.184
8f870852-c898-4ee5-b593-c2edd6386f06,Transport,application,High,2024-12-06 14:22:58.570081,0.104,4,1,OFF121,5.3,10,Clerk->Officer,3,13.62,False,0.189,0.568
e61194f6-a3e3-4457-82c6-c5ea15e1caee,Revenue,application,Low,2024-12-18 14:22:58.570081,0.168,11,1,OFF190,5.1,8,Clerk->Officer,7,2.45,False,0.015,0.102
e59e0753-f76c-4485-8f9f-97eadd2df98f,Transport,appeal,Medium,2025-01-19 14:22:58.570081,0.122,9,1,OFF033,2.6,6,Clerk->Officer,14,12.74,False,0.038,0.531
7b80027b-ae40-4cbf-935d-8227f33b04c9,Revenue,application,Low,2025-05-01 14:22:58.570081,0.394,8,2,OFF113,6.4,5,Clerk->Officer->SectionHead,7,20.33,False,0.121,0.847
197e8ef7-6022-4ede-a848-62cbea41cc8f,Transport,application,Low,2025-01-04 14:22:58.570081,0.371,4,1,OFF111,2.0,8,Clerk->Officer,7,5.93,True,0.035,0.247
4d9ee7e6-2fdf-4e3d-b35b-0e1117530f89,Revenue,appeal,Medium,2024-12-21 14:22:58.570081,0.231,8,1,OFF005,2.0,5,Clerk->Officer,14,18.64,False,0.055,0.777
f29b3ce9-e1de-4b8e-8e97-4892a51049ad,Education,application,Medium,2024-12-06 14:22:58.570081,0.219,11,1,OFF035,4.9,8,Clerk->Officer,5,9.94,False,0.083,0.414
ae241993-06a3-4aeb-b09a-d3b9db0ff504,Revenue,report,Low,2026-03-17 14:22:58.570081,0.605,9,2,OFF065,6.0,8,Clerk->Officer->SectionHead,10,21.21,False,0.088,0.884
33f5e762-1c71-4375-9d4a-fdb44301c2b8,Education,appeal,High,2025-01-08 14:22:58.570081,0.258,7,1,OFF054,3.9,12,Clerk->Officer,7,1.0,False,0.006,0.042
17fb6441-586c-4942-8e35-4ff4363362fb,Welfare,application,Medium,2025-08-08 14:22:58.570081,0.419,9,6,OFF159,3.2,6,Clerk->Officer->SectionHead->Finance->Director,5,63.81,False,0.532,2.659
63646e67-7bce-40be-8d72-9fc052f54ea0,Health,application,Low,2025-01-01 14:22:58.570081,0.087,7,2,OFF024,4.2,6,Clerk->Officer->SectionHead,7,13.69,False,0.082,0.57
ba2d8b6d-662e-4975-b25f-ba3a14ddbf40,Transport,application,Medium,2025-02-12 14:22:58.570081,0.44,6,2,OFF035,2.2,10,Clerk->Officer->SectionHead,5,14.02,False,0.117,0.584
9c8b71e3-1bd2-48eb-8524-2adadb715bc7,Education,appeal,Low,2024-12-30 14:22:58.570081,0.215,8,3,OFF141,0.9,6,Clerk->Officer->SectionHead->Finance,21,24.62,False,0.049,1.026
654b6e9e-3519-4855-9355-9355c099c678,Welfare,application,Low,2025-01-17 14:22:58.570081,0.155,9,1,OFF180,4.5,10,Clerk->Officer,7,9.9,False,0.059,0.413
b62321be-1abf-4962-870e-10777353a3f3,Revenue,appeal,Medium,2025-03-04 14:22:58.570081,0.159,9,3,OFF045,1.2,5,Clerk->Officer->SectionHead->Finance,14,35.54,False,0.106,1.481
65b277d4-85fe-4797-8dd6-3393556e5a5d,Welfare,application,Low,2025-01-04 14:22:58.570081,0.165,7,1,OFF186,6.2,6,Clerk->Officer,7,1.0,True,0.006,0.042
62ab6055-6bec-410e-9a3b-887c83a65737,Education,application,Medium,2024-12-14 14:22:58.570081,0.145,4,1,OFF092,1.8,6,Clerk->Officer,5,16.84,False,0.14,0.702
2c47adbd-002f-415a-9931-acdc6c583aef,Revenue,appeal,High,2025-05-27 14:22:58.570081,0.375,9,1,OFF113,0.5,9,Clerk->Officer,7,12.39,False,0.074,0.516
cf608e16-a9f7-475d-bd69-75cff8862fb2,Health,application,Low,2024-12-13 14:22:58.570081,0.165,6,2,OFF106,1.0,12,Clerk->Officer->SectionHead,7,2.5,False,0.015,0.104
46f3eeea-bacf-4241-8289-55564458193c,Health,application,Low,2025-04-05 14:22:58.570081,0.3,4,1,OFF120,2.2,12,Clerk->Officer,7,16.29,False,0.097,0.679
8d159815-6d99-49c1-bd3f-fa842ac87ce9,Health,application,High,2025-03-04 14:22:58.570081,0.116,7,2,OFF029,2.4,10,Clerk->Officer->SectionHead,3,2.02,False,0.028,0.084
da020d20-db0d-45af-8280-214115c407ec,Welfare,application,Low,2024-12-03 14:22:58.570081,0.285,9,3,OFF034,2.0,13,Clerk->Officer->SectionHead->Finance,7,23.41,False,0.139,0.975
27e74302-9b90-4437-8c14-9da02c245e9d,UrbanDev,report,Low,2024-12-07 14:22:58.570081,0.377,9,1,OFF180,1.4,4,Clerk->Officer,10,17.15,False,0.071,0.715
fd4eac87-a9b5-475d-acba-7c40f6dda4de,Transport,appeal,Low,2025-06-27 14:22:58.570081,0.448,10,4,OFF122,0.5,12,Clerk->Officer->SectionHead->Finance->Director,21,43.95,False,0.087,1.831
14331d7d-3126-4e66-be3a-2ce40cc2ed47,Welfare,application,Low,2024-12-16 14:22:58.570081,0.394,11,2,OFF061,5.2,9,Clerk->Officer->SectionHead,7,21.92,False,0.13,0.913
bdee7e3b-b028-4071-a282-42453d5f54fb,Welfare,application,Low,2025-08-26 14:22:58.570081,0.319,7,2,OFF038,4.8,9,Clerk->Officer->SectionHead,7,9.38,False,0.056,0.391
0e26813b-45d8-48e0-8fdb-58d05c69030a,Welfare,permit,Low,2024-12-25 14:22:58.570081,0.027,8,1,OFF099,5.7,4,Clerk->Officer,14,4.4,False,0.013,0.183
db89686b-6878-4bfb-8a85-620a8e319e71,Revenue,permit,Low,2026-01-02 14:22:58.570081,0.591,13,2,OFF114,2.4,12,Clerk->Officer->SectionHead,14,19.43,False,0.058,0.81
8614c2cb-cdce-4cd9-b785-f40f14d578c7,Education,application,Low,2025-07-16 14:22:58.570081,0.311,14,1,OFF172,4.0,14,Clerk->Officer,7,26.47,False,0.158,1.103
43ffd510-ba78-4363-9c50-f9cbc6d670ae,Health,appeal,Low,2025-06-16 14:22:58.570081,0.088,2,2,OFF183,4.1,8,Clerk->Officer->SectionHead,21,6.16,False,0.012,0.257
710641ce-3178-48d9-890f-e6a7abafae34,UrbanDev,application,Low,2025-01-17 14:22:58.570081,0.105,1,1,OFF109,0.8,4,Clerk->Officer,7,1.47,False,0.009,0.061
5f8e986d-1f0d-4717-9aff-2b4842e5f873,Welfare,appeal,Medium,2025-04-19 14:22:58.570081,0.313,6,1,OFF194,3.2,12,Clerk->Officer,14,1.0,False,0.003,0.042
8a7fcfc0-95a4-49b3-803f-83989d77946f,Welfare,application,Low,2025-06-02 14:22:58.570081,0.148,6,3,OFF140,3.3,3,Clerk->Officer->SectionHead->Finance,7,10.03,False,0.06,0.418
6db63be7-eb27-4850-a969-0504811c70d2,Transport,application,Medium,2025-12-16 14:22:58.570081,0.168,7,2,OFF112,4.7,6,Clerk->Officer->SectionHead,5,21.35,False,0.178,0.89
88f67ed7-0725-4530-9e2a-f4281cf0bd60,Education,report,Low,2025-01-17 14:22:58.570081,0.346,5,4,OFF197,2.6,11,Clerk->Officer->SectionHead->Finance->Director,10,33.3,False,0.139,1.388
f9b02444-eb74-4ce5-bdc9-e25013db2fda,Welfare,application,Low,2025-05-22 14:22:58.570081,0.571,13,4,OFF128,3.3,17,Clerk->Officer->SectionHead->Finance->Director,7,34.5,False,0.205,1.438
fd9781aa-1489-4569-9cf2-0197be6e64f1,Health,appeal,High,2025-05-19 14:22:58.570081,0.116,3,2,OFF028,3.8,10,Clerk->Officer->SectionHead,7,2.67,False,0.016,0.111
04f3b287-d6de-40fb-8d16-682e5799d735,Welfare,application,High,2024-12-03 14:22:58.570081,0.521,9,4,OFF006,1.3,8,Clerk->Officer->SectionHead->Finance->Director,3,8.21,True,0.114,0.342
b757cec7-cd5a-4a37-a629-6c5fdc1daf84,Transport,application,Medium,2025-04-03 14:22:58.570081,0.337,4,1,OFF010,2.1,7,Clerk->Officer,5,3.73,False,0.031,0.155
85d68623-3ba1-417a-b2e9-617a2f3d9c58,Education,application,Medium,2025-01-12 14:22:58.570081,0.343,5,2,OFF164,4.5,7,Clerk->Officer->SectionHead,5,23.58,False,0.197,0.982
cbac9ed1-ddc4-4565-a2d2-67956efde07b,Revenue,permit,Low,2025-02-13 14:22:58.570081,0.069,13,1,OFF103,3.6,6,Clerk->Officer,14,34.55,False,0.103,1.44
f470a7f5-aef8-4b56-8ad4-8e4f8227a364,Welfare,appeal,Medium,2025-01-22 14:22:58.570081,0.351,11,1,OFF165,2.3,7,Clerk->Officer,14,1.2,False,0.004,0.05
b51fa218-c87c-44c9-a1e3-f7b99bb41b91,Revenue,appeal,Low,2025-01-12 14:22:58.570081,0.22,3,1,OFF105,3.3,6,Clerk->Officer,21,8.52,False,0.017,0.355
57408adf-84f2-40c8-9ff1-e3db18db48eb,Health,application,Low,2025-01-06 14:22:58.570081,0.495,13,4,OFF081,0.5,13,Clerk->Officer->SectionHead->Finance->Director,7,36.53,False,0.217,1.522
46682203-3364-49ea-9b67-ddf09a5586fa,Transport,report,Low,2025-01-30 14:22:58.570081,0.105,4,5,OFF195,6.4,5,Clerk->Officer->SectionHead->Finance->Director,10,47.18,False,0.197,1.966
436e82e3-7066-4984-ad96-398b49a67c34,Education,application,Low,2025-04-04 14:22:58.570081,0.397,13,4,OFF055,4.6,11,Clerk->Officer->SectionHead->Finance->Director,7,39.71,False,0.236,1.655
8e28175e-07cc-4029-8bfb-2c98f9d677d4,Health,application,Medium,2025-02-16 14:22:58.570081,0.157,4,2,OFF161,3.9,6,Clerk->Officer->SectionHead,5,21.55,False,0.18,0.898
3b41033f-4b72-4f75-bf15-b300fe56f60b,Education,permit,Low,2025-03-12 14:22:58.570081,0.226,6,1,OFF063,5.5,5,Clerk->Officer,14,11.95,False,0.036,0.498
63b14f79-3a3a-47c3-9c45-a2c49fe9bd60,Education,application,Low,2025-01-10 14:22:58.570081,0.278,5,1,OFF196,3.1,3,Clerk->Officer,7,16.71,False,0.099,0.696
c7772201-cadb-4c52-bb05-303694e3f42d,Transport,report,Low,2025-06-10 14:22:58.570081,0.162,10,2,OFF028,4.9,4,Clerk->Officer->SectionHead,10,7.58,False,0.032,0.316
0a3a6e8f-1abb-4483-a508-49cb33b52dbe,Welfare,appeal,Medium,2024-12-11 14:22:58.570081,0.365,1,5,OFF136,3.5,9,Clerk->Officer->SectionHead->Finance->Director,14,42.86,False,0.128,1.786
4a3b0b61-3160-40cf-bd88-1fafb797dff4,Welfare,appeal,Low,2025-04-08 14:22:58.570081,0.136,7,1,OFF135,0.5,3,Clerk->Officer,21,1.0,False,0.002,0.042
82519cf1-9bb9-4cbd-a600-7c78b9b3e1a6,Transport,report,Low,2025-08-26 14:22:58.570081,0.185,2,1,OFF192,5.2,5,Clerk->Officer,10,7.67,True,0.032,0.32
14f988d7-afe1-4700-8976-0ac28dbf25fd,Health,application,Low,2025-06-06 14:22:58.570081,0.023,5,2,OFF189,4.8,5,Clerk->Officer->SectionHead,7,19.89,False,0.118,0.829
854f4624-3437-40bd-9455-32ba692e9f66,Education,application,High,2024-12-11 14:22:58.570081,0.232,7,1,OFF014,2.0,7,Clerk->Officer,3,14.79,True,0.205,0.616
db16b3f6-8869-4e1b-b9c6-e2a094582bbc,Health,application,Low,2025-03-17 14:22:58.570081,0.237,5,1,OFF168,1.7,11,Clerk->Officer,7,1.0,False,0.006,0.042
d4964fbc-b7fc-4b5e-b9fb-c6b948bba299,Health,application,Medium,2024-12-29 14:22:58.570081,0.259,6,1,OFF041,6.2,4,Clerk->Officer,5,22.28,False,0.186,0.928
4cf63bde-90cc-4795-b6f0-d06e3b0566f0,UrbanDev,application,Low,2025-09-03 14:22:58.570081,0.278,11,1,OFF080,4.1,11,Clerk->Officer,7,15.85,False,0.094,0.66
21e8f97f-6dd7-4c9a-bda4-103c00eef830,Welfare,application,Low,2024-12-11 14:22:58.570081,0.36,7,2,OFF106,2.6,8,Clerk->Officer->SectionHead,7,29.13,False,0.173,1.214
06f22f35-4698-4088-82a4-6d50c1925a3d,Revenue,report,Medium,2024-12-10 14:22:58.570081,0.126,13,1,OFF187,2.0,6,Clerk->Officer,7,1.0,False,0.006,0.042
96de250c-a5d4-4e57-92a6-78517ebdc633,Health,application,Medium,2024-12-13 14:22:58.570081,0.07,8,3,OFF112,2.2,3,Clerk->Officer->SectionHead->Finance,5,40.47,False,0.337,1.686
9ca03d6c-134e-49b5-a1ae-793aa1392e25,Education,application,Low,2025-05-16 14:22:58.570081,0.169,7,1,OFF127,3.0,3,Clerk->Officer,7,38.11,True,0.227,1.588
7ec52877-dfb5-4f3b-87b8-6dff5cfba7b0,Health,appeal,Medium,2025-08-08 14:22:58.570081,0.148,9,1,OFF001,0.5,9,Clerk->Officer,14,16.99,False,0.051,0.708
e98fe06e-49c5-439e-b18b-779d3c474023,Welfare,application,Low,2026-01-02 14:22:58.570081,0.598,11,5,OFF094,2.6,8,Clerk->Officer->SectionHead->Finance->Director,7,73.61,True,0.438,3.067
7af4fa29-16c5-4b4a-99c3-e18f0bb3eae6,Transport,application,Medium,2025-02-18 14:22:58.570081,0.457,13,1,OFF044,0.5,7,Clerk->Officer,5,14.73,False,0.123,0.614
95ba1b88-3a84-426e-9fc5-dc2e87e85e72,Education,application,Low,2025-06-23 14:22:58.570081,0.113,7,4,OFF105,0.5,10,Clerk->Officer->SectionHead->Finance->Director,7,26.84,True,0.16,1.118
56c809e5-c232-49b3-9d03-327e425dcd55,Revenue,application,Low,2026-07-29 14:22:58.570081,0.27,11,1,OFF088,5.0,16,Clerk->Officer,7,20.51,False,0.122,0.855
f80e0ac1-0215-4d8e-a594-e4484bfb60c1,Welfare,permit,Low,2024-12-25 14:22:58.570081,0.331,10,1,OFF029,4.6,7,Clerk->Officer,14,26.34,True,0.078,1.098
69037d04-f0a2-48b5-b1b0-6dff8cbd2773,Revenue,appeal,Low,2025-02-22 14:22:58.570081,0.142,4,1,OFF079,3.6,7,Clerk->Officer,21,3.66,False,0.007,0.152
0ff5dfe4-2845-48ff-9130-6331633380a9,Transport,permit,Low,2025-01-26 14:22:58.570081,0.083,5,1,OFF116,0.5,8,Clerk->Officer,14,7.61,False,0.023,0.317
e0a86179-9c19-4e63-a44a-e89b669068e9,Transport,application,Low,2024-12-20 14:22:58.570081,0.131,7,1,OFF194,4.6,8,Clerk->Officer,7,13.49,False,0.08,0.562
2898e47e-ce9f-4f3b-9c8a-471ef26ca92e,Health,application,High,2025-03-09 14:22:58.570081,0.251,1,2,OFF195,2.5,9,Clerk->Officer->SectionHead,3,15.57,False,0.216,0.649
cda37975-335d-454e-883d-2c5b2c178220,Education,application,Low,2025-04-06 14:22:58.570081,0.339,11,1,OFF196,2.5,9,Clerk->Officer,7,16.31,False,0.097,0.68
313769be-833c-4ec9-b754-c6d4024af764,Welfare,permit,Low,2024-12-31 14:22:58.570081,0.183,10,1,OFF147,4.4,4,Clerk->Officer,14,9.33,False,0.028,0.389
998ec243-f564-4715-afca-90c1de3ed1d9,Welfare,application,Low,2025-02-10 14:22:58.570081,0.117,6,1,OFF070,0.8,5,Clerk->Officer,7,1.0,False,0.006,0.042
5ff407c7-674f-4b6d-8b83-5b3e4d467f74,Welfare,report,Low,2025-03-09 14:22:58.570081,0.516,13,3,OFF011,1.6,9,Clerk->Officer->SectionHead->Finance,10,29.26,False,0.122,1.219
296b68b0-deb4-40c0-8750-71f389e83953,UrbanDev,application,Low,2025-05-26 14:22:58.570081,0.409,6,3,OFF011,4.4,17,Clerk->Officer->SectionHead->Finance,7,15.42,False,0.092,0.642
1fed7fcb-85b9-4ac3-8ca7-80d62d73afc1,UrbanDev,permit,Low,2025-02-24 14:22:58.570081,0.314,5,2,OFF034,2.2,5,Clerk->Officer->SectionHead,14,16.85,False,0.05,0.702
6d00b7ac-0ba8-4746-a649-852e09954041,UrbanDev,application,Medium,2024-12-23 14:22:58.570081,0.378,9,1,OFF020,1.9,8,Clerk->Officer,5,7.1,False,0.059,0.296
2e39d6ae-5e1d-403c-9c1b-1fa5c8d63097,Education,permit,Low,2024-12-13 14:22:58.570081,0.08,4,1,OFF103,4.2,4,Clerk->Officer,14,11.91,False,0.035,0.496
a00131ff-22a3-4dd5-9bb1-bf41dffbad59,Education,application,Medium,2025-04-08 14:22:58.570081,0.35,3,1,OFF196,0.9,8,Clerk->Officer,5,7.18,False,0.06,0.299
23b7b852-f9d6-4cf9-bf9a-13732e5524f5,Health,application,Low,2024-12-09 14:22:58.570081,0.39,8,1,OFF144,3.5,13,Clerk->Officer,7,1.0,False,0.006,0.042
0838552a-8eb7-46e9-8cdf-faa18b8a4bc8,Education,permit,High,2025-03-24 14:22:58.570081,0.178,4,2,OFF167,0.5,4,Clerk->Officer->SectionHead,5,1.0,False,0.008,0.042
ecaa3dbb-3428-4462-a39c-9460a99d10fe,Transport,permit,Medium,2025-02-04 14:22:58.570081,0.158,7,2,OFF005,4.1,7,Clerk->Officer->SectionHead,10,15.15,False,0.063,0.631
d1efa380-a148-483c-adc5-87d504a328fe,Education,application,Low,2024-12-12 14:22:58.570081,0.09,5,1,OFF184,2.3,8,Clerk->Officer,7,1.0,False,0.006,0.042
e1c0768e-c640-48b9-a499-9db309f5fd0f,Health,application,Low,2025-02-11 14:22:58.570081,0.031,2,1,OFF024,1.8,2,Clerk->Officer,7,1.22,False,0.007,0.051
1ab6d039-ee1c-4de6-a225-3548d153bf5c,Health,appeal,Low,2025-01-22 14:22:58.570081,0.582,11,1,OFF002,1.7,8,Clerk->Officer,21,22.09,False,0.044,0.92
f7618d3a-b598-4ba5-9a0e-a792f024ae4c,Health,permit,Medium,2025-01-01 14:22:58.570081,0.695,10,1,OFF014,2.8,14,Clerk->Officer,10,17.61,False,0.073,0.734
f123acce-ef91-43ed-9583-5f117bf1824a,Welfare,report,Low,2025-04-21 14:22:58.570081,0.098,12,2,OFF157,5.0,4,Clerk->Officer->SectionHead,10,17.27,False,0.072,0.72
1e50e92f-a5d5-4f0e-b005-34886887f168,Welfare,permit,Low,2025-05-11 14:22:58.570081,0.144,10,2,OFF009,2.8,9,Clerk->Officer->SectionHead,14,16.32,False,0.049,0.68
1fa236ed-4e55-4e24-aa6e-6281b8096207,Health,report,Low,2025-12-23 14:22:58.570081,0.29,2,4,OFF164,3.5,6,Clerk->Officer->SectionHead->Finance->Director,10,43.22,False,0.18,1.801
04f218a4-fd50-4316-ae00-d955b406668c,Education,report,Low,2025-01-15 14:22:58.570081,0.084,2,2,OFF151,4.7,3,Clerk->Officer->SectionHead,10,13.51,False,0.056,0.563
bc4cfa44-2bdf-49ac-95b7-8de595766f03,Education,application,Low,2025-07-22 14:22:58.570081,0.243,9,1,OFF122,3.3,9,Clerk->Officer,7,5.38,False,0.032,0.224
4b9fe89f-019d-48e5-80f9-38698524f685,Education,report,Low,2025-02-06 14:22:58.570081,0.484,7,1,OFF042,5.5,9,Clerk->Officer,10,10.03,False,0.042,0.418
932753b6-6efb-4876-bb9b-1ba4bca4d734,UrbanDev,permit,Low,2025-03-18 14:22:58.570081,0.384,6,2,OFF073,6.9,11,Clerk->Officer->SectionHead,14,30.72,False,0.091,1.28
ea049f6f-0424-47ee-9912-14ecbda96a2b,Transport,application,Low,2024-12-31 14:22:58.570081,0.433,6,2,OFF178,2.8,10,Clerk->Officer->SectionHead,7,1.0,False,0.006,0.042
ea8a1c7c-2e5d-4ed9-9e4d-e3c2f4b8fdf0,Health,application,High,2024-12-06 14:22:58.570081,0.216,1,3,OFF154,2.8,3,Clerk->Officer->SectionHead->Finance,3,36.92,False,0.513,1.538
4262e37a-bc74-4052-ae40-311a04240661,Education,application,Medium,2025-01-21 14:22:58.570081,0.514,3,2,OFF078,5.3,10,Clerk->Officer->SectionHead,5,12.07,False,0.101,0.503
2fa26110-fd32-4f64-9b63-86c89d81d31c,Health,report,Low,2025-06-17 14:22:58.570081,0.73,10,2,OFF190,3.8,19,Clerk->Officer->SectionHead,10,52.93,False,0.221,2.205
999d7505-94b7-4e8f-ad35-8c4716166920,Transport,application,Low,2025-02-22 14:22:58.570081,0.018,8,2,OFF080,2.6,7,Clerk->Officer->SectionHead,7,22.87,False,0.136,0.953
0fb18d9b-0de0-43cd-a731-9716510832c5,Welfare,permit,Medium,2024-12-04 14:22:58.570081,0.355,12,3,OFF113,6.7,6,Clerk->Officer->SectionHead->Finance,10,10.42,False,0.043,0.434
e9bdaf7d-2372-498e-8459-c58f935c2714,Transport,application,Low,2025-04-15 14:22:58.570081,0.087,9,1,OFF189,1.3,5,Clerk->Officer,7,19.65,False,0.117,0.819
86bf86e3-f374-4857-9607-58f67f4361b8,Transport,permit,Medium,2025-06-16 14:22:58.570081,0.184,9,2,OFF024,2.5,4,Clerk->Officer->SectionHead,10,13.41,False,0.056,0.559
2039c3b8-0fbf-4c5d-b973-7ae544e833d2,Education,application,High,2025-01-10 14:22:58.570081,0.465,6,1,OFF086,0.5,12,Clerk->Officer,3,1.0,False,0.014,0.042
e579c45f-53e7-4bdf-83bb-cc519bca6623,Revenue,application,High,2025-01-15 14:22:58.570081,0.484,10,2,OFF133,3.1,10,Clerk->Officer->SectionHead,3,23.35,False,0.324,0.973
1354d0c6-3056-4592-84fd-c162916a61aa,Welfare,report,Low,2025-06-06 14:22:58.570081,0.323,6,1,OFF134,2.8,13,Clerk->Officer,10,1.0,False,0.004,0.042
afaa92b1-b71e-42f0-9b89-3749cc9c45a7,Revenue,appeal,High,2025-02-17 14:22:58.570081,0.585,7,1,OFF060,2.7,11,Clerk->Officer,7,1.0,False,0.006,0.042
5f8534c6-ee5e-4570-933c-351417be3630,Education,application,Low,2025-01-08 14:22:58.570081,0.219,6,2,OFF179,4.2,3,Clerk->Officer->SectionHead,7,10.68,False,0.064,0.445
71aadd10-4ca6-403d-94df-4b8e8104709e,Transport,appeal,Low,2025-04-03 14:22:58.570081,0.049,6,1,OFF158,2.4,6,Clerk->Officer,21,16.68,False,0.033,0.695
d91698cd-ba63-49e7-a732-763ba60c1050,Welfare,appeal,Low,2025-03-17 14:22:58.570081,0.278,6,1,OFF103,0.5,3,Clerk->Officer,21,18.14,False,0.036,0.756
8965df5e-0503-4c0d-8f57-8330aee82628,Welfare,report,Medium,2024-12-06 14:22:58.570081,0.191,9,1,OFF032,1.7,10,Clerk->Officer,7,1.0,False,0.006,0.042
1a9ea40a-029a-447c-9176-163cf0f726b8,Health,appeal,Low,2025-02-03 14:22:58.570081,0.373,8,1,OFF062,1.4,6,Clerk->Officer,21,1.86,False,0.004,0.078
547f4504-deb8-4cf5-985e-1fe5d7d843a2,UrbanDev,application,Low,2025-04-23 14:22:58.570081,0.382,9,3,OFF077,1.1,6,Clerk->Officer->SectionHead->Finance,7,25.28,False,0.151,1.053
ce6d6bd5-a39b-43ab-bfb8-50623793f661,Health,application,Low,2025-03-04 14:22:58.570081,0.3,10,1,OFF190,4.8,9,Clerk->Officer,7,30.63,False,0.182,1.276
d1056331-433e-424a-bcaf-7d205fcef45d,Revenue,report,Low,2025-03-06 14:22:58.570081,0.179,5,1,OFF134,3.2,9,Clerk->Officer,10,1.0,False,0.004,0.042
91060c7d-ef17-4b8d-91eb-ee7deb3f7452,Welfare,report,Low,2025-06-18 14:22:58.570081,0.429,12,1,OFF111,5.3,8,Clerk->Officer,10,1.0,False,0.004,0.042
35084c12-8fe7-4b72-8b4b-e81c78245f0c,Health,permit,Medium,2026-04-28 14:22:58.570081,0.521,7,2,OFF051,2.1,8,Clerk->Officer->SectionHead,10,31.27,False,0.13,1.303
c9d34298-1a20-4c56-9cbd-2ca4e53cbb3e,Transport,application,Low,2025-01-23 14:22:58.570081,0.236,4,1,OFF197,3.3,4,Clerk->Officer,7,17.0,False,0.101,0.708
7165e1ce-4156-4310-aeb0-822d8a93182e,Health,appeal,Medium,2025-01-17 14:22:58.570081,0.5,18,3,OFF045,0.5,13,Clerk->Officer->SectionHead->Finance,14,32.04,False,0.095,1.335
3cdf3ceb-4e1e-4f67-abdc-f977cea4877c,Welfare,report,Low,2025-02-18 14:22:58.570081,0.063,10,1,OFF044,0.5,3,Clerk->Officer,10,1.0,False,0.004,0.042
9a74a4e3-3a48-4fd2-9a52-c8f0d33256b7,Revenue,application,High,2025-06-13 14:22:58.570081,0.569,9,6,OFF081,4.4,12,Clerk->Officer->SectionHead->Finance->Director,3,22.47,False,0.312,0.936
c6ab7873-acec-4a5e-a92e-0414d71010d3,Transport,report,Medium,2025-01-13 14:22:58.570081,0.165,9,2,OFF007,4.0,8,Clerk->Officer->SectionHead,7,1.0,False,0.006,0.042
9ef8a3a1-fd11-46b9-b135-439d034768f8,Education,permit,Medium,2025-01-24 14:22:58.570081,0.224,3,2,OFF182,2.1,2,Clerk->Officer->SectionHead,10,1.0,False,0.004,0.042
ac95e3af-6869-4679-b4db-821c6c2a4c46,Revenue,report,Low,2025-03-14 14:22:58.570081,0.158,10,1,OFF066,3.3,5,Clerk->Officer,10,21.26,True,0.089,0.886
6d061e4b-6aad-4082-8d9b-5f387c51dc63,Education,application,Low,2025-04-05 14:22:58.570081,0.407,9,1,OFF088,5.6,7,Clerk->Officer,7,13.38,False,0.08,0.558
575c1b8b-8475-4121-8a84-5b4dbe53b411,Welfare,permit,Low,2024-12-08 14:22:58.570081,0.221,8,3,OFF032,3.7,9,Clerk->Officer->SectionHead->Finance,14,22.0,False,0.065,0.917
ed383bd3-7cb5-432e-b0ec-2c48b9ba419a,Revenue,application,Medium,2025-04-08 14:22:58.570081,0.224,8,1,OFF015,1.6,8,Clerk->Officer,5,15.91,False,0.133,0.663
6a82e453-3492-4541-97a1-5703b01b6a44,UrbanDev,application,Low,2025-01-20 14:22:58.570081,0.124,9,1,OFF146,0.5,6,Clerk->Officer,7,7.2,False,0.043,0.3
e3b19626-3ae7-47f2-bf1d-29c109c48743,Health,application,Low,2025-02-13 14:22:58.570081,0.144,11,3,OFF006,2.5,6,Clerk->Officer->SectionHead->Finance,7,22.64,True,0.135,0.943
463a2bdc-9f12-437b-a334-6d5d69522e32,UrbanDev,report,Low,2025-05-02 14:22:58.570081,0.145,7,3,OFF115,1.7,5,Clerk->Officer->SectionHead->Finance,10,31.61,False,0.132,1.317
d84679a6-3beb-4592-a7a0-af299e4fe0aa,Education,application,Low,2025-11-02 14:22:58.570081,0.122,11,1,OFF040,2.3,7,Clerk->Officer,7,2.9,False,0.017,0.121
aaae9af0-7d6c-48f4-a8cd-68ecc89676c1,Transport,application,Medium,2025-01-15 14:22:58.570081,0.16,5,1,OFF145,3.6,5,Clerk->Officer,5,1.0,False,0.008,0.042
2887ae47-8b56-46a5-8934-7e1cd9aff3c4,Revenue,report,Low,2025-01-08 14:22:58.570081,0.286,7,2,OFF057,3.5,7,Clerk->Officer->SectionHead,10,9.73,False,0.041,0.405
